,mse,rmse,r2
ensemble,0.18231643003552345,0.4269852808183479,0.9999284360698474
random_forest,2526.1764979995905,50.26108333491818,0.008410166759167947
xgboost,2552.1368914176296,50.518678638872075,-0.0017799613655471447
lightgbm,2539.185693577593,50.39033333465451,0.003303719888173684
